NGRAM,NCOUNT,LEN,WCOUNT,MASKED,IMPORTANCE,REDUNDANT
ნსტრ,15,4,550,ნსtრ,8250,False
კოსი,14,4,589,kოსი,8246,False
ქიმი,14,4,589,kიმი,8246,False
ანაკ,12,4,685,ანაk,8220,False
ნერგ,13,4,631,ნერგ,8203,False
რატუ,14,4,585,რაtუ,8190,False
<ნატ,13,4,628,<ნაt,8164,True
ლატო,13,4,626,ლაtო,8138,False
აჟი>,13,4,626,აjი>,8138,False
განუ,13,4,625,განუ,8125,False
<აკრ,13,4,623,<აkრ,8099,False
წონა,13,4,621,cონა,8073,False
<გაღ,13,4,621,<გაგ,8073,True
კვიდ,15,4,538,kვიდ,8070,False
<შეჯ,16,4,504,<შეj,8064,False
კარი,11,4,732,kარი,8052,True
ანტუ,14,4,574,ანtუ,8036,False
გრევ,14,4,574,გრევ,8036,False
<წერ,15,4,534,<cერ,8010,False
საფე,14,4,571,საpე,7994,False
<ზეთ,12,4,663,<ზეt,7956,False
ადაგ,11,4,720,ადაგ,7920,False
<არქ,14,4,564,<არk,7896,False
აკრა,12,4,658,აkრა,7896,False
რაკე,13,4,605,რაkე,7865,False
<თით,14,4,559,<tიt,7826,False
სუსტ,13,4,602,სუსt,7826,False
გროვ,12,4,652,გროვ,7824,False
ქება,12,4,652,kება,7824,False
დგურ,12,4,651,დგურ,7812,False
იღებ,11,4,709,იგებ,7799,True
ოსტა,12,4,649,ოსtა,7788,False
<ასპ,6,4,1298,<ასp,7788,False
<სიც,15,4,519,<სიc,7785,False
ადგუ,12,4,648,ადგუ,7776,False
ენტე,12,4,648,ენtე,7776,False
აღლე,11,4,703,აგლე,7733,False
დაუთ,10,4,773,დაუt,7730,False
ბურღ,14,4,551,ბურგ,7714,False
ცხვა,14,4,550,cხვა,7700,False
გილი,11,4,700,გილი,7700,False
<ნაპ,13,4,592,<ნაp,7696,False
აქცე,12,4,637,აkcე,7644,False
<ქვი,14,4,545,<kვი,7630,False
ცვლი,13,4,584,cვლი,7592,False
დაწე,12,4,631,დაcე,7572,True
ნაცვ,13,4,582,ნაcვ,7566,False
აგვი,12,4,630,აგვი,7560,False
ატრი,10,4,752,აtრი,7520,False
ისტო,13,4,578,ისtო,7514,False
მანქ,11,4,681,მანk,7491,False
<გონ,14,4,535,<გონ,7490,False
ნქან,11,4,680,ნkან,7480,False
ართი,14,4,534,არtი,7476,True
ნაკე,13,4,575,ნაkე,7475,False
ფია>,11,4,679,pია>,7469,False
თქვა,12,4,621,tkვა,7452,False
იცებ,10,4,744,იcებ,7440,False
ტაცე,14,4,530,tაcე,7420,False
ოწმე,14,4,528,ოcმე,7392,False
გულა,12,4,616,გულა,7392,False
გრძნ,11,4,672,გრძნ,7392,False
ღებუ,12,4,615,გებუ,7380,True
ისფე,14,4,525,ისpე,7350,False
ფერო,10,4,735,pერო,7350,False
ამოგ,11,4,667,ამოგ,7337,False
ნტის,11,4,667,ნtის,7337,False
<სპე,12,4,611,<სpე,7332,False
ვრეტ,12,4,609,ვრეt,7308,False
აფრე,12,4,608,აpრე,7296,False
ბურთ,13,4,560,ბურt,7280,False
ტებს,9,4,808,tებს,7272,True
იტან,12,4,605,იtან,7260,False
ცხლი,13,4,558,cხლი,7254,False
ესტი,11,4,659,ესtი,7249,False
ვერც,12,4,604,ვერc,7248,False
ამტვ,13,4,557,ამtვ,7241,False
ანგე,12,4,603,ანგე,7236,False
იკებ,8,4,903,იkებ,7224,False
საფა,12,4,600,საpა,7200,False
აფებ,11,4,653,აpებ,7183,False
გვა>,13,4,548,გვა>,7124,False
<გეო,13,4,548,<გეო,7124,False
დამტ,13,4,547,დამt,7111,False
<ეპი,12,4,592,<ეpი,7104,False
მკვი,14,4,506,მkვი,7084,False
ააღმ,14,4,506,ააგმ,7084,False
აკვა,10,4,708,აkვა,7080,False
<გვი,13,4,544,<გვი,7072,False
ამეტ,10,4,707,ამეt,7070,False
ეტიკ,12,4,589,ეtიk,7068,False
კვერ,12,4,587,kვერ,7044,False
ტიულ,13,4,539,tიულ,7007,False
ამიკ,12,4,582,ამიk,6984,False
რატე,12,4,581,რაtე,6972,False
ლაგე,12,4,581,ლაგე,6972,False
მოკვ,15,4,464,მოkვ,6960,False
<გაქ,12,4,580,<გაk,6960,True
აკეტ,13,4,534,აkეt,6942,True
დაგე,11,4,629,დაგე,6919,False
რანტ,11,4,629,რანt,6919,False
<მეთ,10,4,689,<მეt,6890,True
ითონ,10,4,689,იtონ,6890,False
ემატ,14,4,492,ემაt,6888,False
ცარი,13,4,529,cარი,6877,False
<კბი,11,4,625,<kბი,6875,False
წყნა,13,4,527,cყნა,6851,False
ჯერე,14,4,489,jერე,6846,False
ქტურ,11,4,622,ktურ,6842,False
თობა,11,4,619,tობა,6809,False
ადაც,11,4,618,ადაc,6798,False
ნააღ,14,4,485,ნააგ,6790,False
ჟავა,6,4,1125,jავა,6750,False
ცვალ,11,4,613,cვალ,6743,False
<წვე,12,4,561,<cვე,6732,False
იერთ,11,4,611,იერt,6721,False
ტად>,12,4,560,tად>,6720,False
<ქვა,10,4,670,<kვა,6700,True
დადგ,13,4,514,დადგ,6682,False
ქტიუ,12,4,553,ktიუ,6636,False
ნით>,11,4,603,ნიt>,6633,False
კმაყ,14,4,473,kმაყ,6622,False
წმუნ,11,4,602,cმუნ,6622,False
რწმუ,11,4,602,რcმუ,6622,False
<პრე,10,4,661,<pრე,6610,False
ღმდე,14,4,472,გმდე,6608,False
აუწყ,13,4,507,აუcყ,6591,False
გაამ,8,4,822,გაამ,6576,False
უქცი,13,4,505,უkcი,6565,False
აფეთ,12,4,547,აpეt,6564,False
ანთე,12,4,546,ანtე,6552,False
აქან,12,4,546,აkან,6552,True
რთა>,9,4,728,რtა>,6552,False
გზნე,12,4,545,გზნე,6540,False
ფართ,12,4,544,pარt,6528,True
ტყვი,11,4,592,tყვი,6512,False
მიკრ,8,4,814,მიkრ,6512,False
<გრძ,10,4,650,<გრძ,6500,False
უკან,11,4,590,უkან,6490,False
დამც,9,4,721,დამc,6489,True
ათვა,12,4,540,აtვა,6480,False
<ფან,13,4,498,<pან,6474,False
აღი>,13,4,498,აგი>,6474,True
რგი>,11,4,582,რგი>,6402,False
აკავ,10,4,640,აkავ,6400,False
ფარი,11,4,581,pარი,6391,False
არღვ,11,4,581,არგვ,6391,False
ღლებ,10,4,636,გლებ,6360,False
ცები,8,4,794,cები,6352,False
ქსოვ,10,4,635,kსოვ,6350,False
ატივ,11,4,576,აtივ,6336,False
ტენი,10,4,633,tენი,6330,False
<დღე,8,4,788,<დგე,6304,False
ისტრ,11,4,572,ისtრ,6292,False
ფონი,11,4,572,pონი,6292,False
<ასტ,12,4,524,<ასt,6288,False
ორგა,10,4,627,ორგა,6270,False
კუთრ,14,4,445,kუtრ,6230,False
აწინ,11,4,566,აcინ,6226,False
არქი,12,4,516,არkი,6192,False
თხა>,13,4,476,tხა>,6188,False
დაუღ,10,4,618,დაუგ,6180,False
ერატ,8,4,771,ერაt,6168,False
ანტე,9,4,685,ანtე,6165,True
<კლა,11,4,560,<kლა,6160,False
<ტრი,9,4,684,<tრი,6156,False
დააგ,10,4,615,დააგ,6150,False
ლენტ,11,4,558,ლენt,6138,False
ატიუ,12,4,509,აtიუ,6108,False
<მექ,11,4,553,<მეk,6083,False
ღვარ,11,4,552,გვარ,6072,True
კიცე,10,4,607,kიcე,6070,False
ცემე,11,4,551,cემე,6061,False
<კეთ,12,4,504,<kეt,6048,False
თელი,8,4,756,tელი,6048,False
ტავს,11,4,549,tავს,6039,True
დაკვ,9,4,671,დაkვ,6039,False
<შეტ,10,4,603,<შეt,6030,True
მთავ,9,4,670,მtავ,6030,False
ორთქ,9,4,670,ორtk,6030,False
სტერ,7,4,860,სtერ,6020,False
დუღე,14,4,427,დუგე,5978,False
რმეტ,12,4,497,რმეt,5964,False
ასტუ,11,4,542,ასtუ,5962,False
ტრიუ,10,4,596,tრიუ,5960,False
ლიკა,12,4,495,ლიkა,5940,False
იცია,11,4,540,იcია,5940,False
გაან,10,4,593,გაან,5930,False
სტრო,11,4,539,სtრო,5929,False
თებე,12,4,494,tებე,5928,False
დასტ,9,4,657,დასt,5913,False
ექან,10,4,591,ეkან,5910,False
რთვი,10,4,590,რtვი,5900,False
ეგრა,14,4,419,ეგრა,5866,False
გაუმ,8,4,733,გაუმ,5864,False
ეტს>,10,4,586,ეtს>,5860,False
<სპი,12,4,488,<სpი,5856,False
წოდე,11,4,531,cოდე,5841,False
იმეტ,10,4,584,იმეt,5840,False
კრძა,12,4,486,kრძა,5832,False
<კაპ,12,4,485,<kაp,5820,False
უსტე,10,4,581,უსtე,5810,False
<ქან,11,4,528,<kან,5808,True
ითებ,9,4,644,იtებ,5796,True
ოცხლ,12,4,481,ოcხლ,5772,False
კვრა,11,4,524,kვრა,5764,False
კულა,11,4,523,kულა,5753,False
<ათა,9,4,638,<აtა,5742,False
რთქლ,9,4,638,რtkლ,5742,False
ლეტი,9,4,637,ლეtი,5733,False
აფია,10,4,573,აpია,5730,False
ზოგა,12,4,477,ზოგა,5724,False
<ცეც,11,4,520,<cეc,5720,False
გერი,10,4,572,გერი,5720,False
მოთხ,12,4,476,მოtხ,5712,False
სართ,11,4,519,სარt,5709,False
ადღე,12,4,475,ადგე,5700,True
რცხვ,12,4,474,რcხვ,5688,False
<ტალ,11,4,515,<tალ,5665,False
ტრუქ,12,4,471,tრუk,5652,False
გრად,12,4,470,გრად,5640,False
ნტულ,11,4,511,ნtულ,5621,False
ირთა,11,4,511,ირtა,5621,False
კუმშ,15,4,374,kუმშ,5610,False
რმაც,13,4,430,რმაc,5590,False
მოცე,12,4,465,მოcე,5580,False
ტეხი,10,4,558,tეხი,5580,False
იკრო,7,4,794,იkრო,5558,False
აკის,10,4,555,აkის,5550,False
ფრენ,11,4,504,pრენ,5544,False
წრაფ,8,4,692,cრაp,5536,False
სწრა,8,4,692,სcრა,5536,False
თხელ,11,4,503,tხელ,5533,False
ათეს,11,4,503,აtეს,5533,False
მოკი,11,4,503,მოkი,5533,False
<ზღვ,9,4,614,<ზგვ,5526,False
<ურთ,10,4,552,<ურt,5520,False
მექა,10,4,549,მეkა,5490,False
ამტა,10,4,547,ამtა,5470,False
<აკვ,11,4,497,<აkვ,5467,False
დეგო,11,4,497,დეგო,5467,False
რგან,9,4,606,რგან,5454,False
ფენი,10,4,543,pენი,5430,False
<კაბ,12,4,451,<kაბ,5412,False
არგე,9,4,601,არგე,5409,False
აწყე,11,4,491,აcყე,5401,False
ფარა,9,4,600,pარა,5400,True
გური,9,4,600,გური,5400,False
<აგრ,9,4,599,<აგრ,5391,False
ტყავ,12,4,447,tყავ,5364,False
დათა,10,4,536,დაtა,5360,False
გვინ,10,4,535,გვინ,5350,False
მღერ,10,4,533,მგერ,5330,False
ასტრ,10,4,533,ასtრ,5330,False
ამცი,11,4,483,ამcი,5313,False
აკერ,10,4,531,აkერ,5310,False
<ვაგ,9,4,590,<ვაგ,5310,False
ლთა>,8,4,663,ლtა>,5304,False
<სით,12,4,440,<სიt,5280,True
კამე,11,4,480,kამე,5280,False
<კინ,11,4,478,<kინ,5258,False
კანა,10,4,525,kანა,5250,False
ტრებ,8,4,656,tრებ,5248,True
<გოგ,12,4,437,<გოგ,5244,False
ინაც,11,4,476,ინაc,5236,False
რცვლ,12,4,436,რcვლ,5232,False
უკი>,13,4,402,უkი>,5226,False
<კუთ,12,4,435,<kუt,5220,False
<კურ,11,4,474,<kურ,5214,False
<რეკ,11,4,474,<რეk,5214,False
თობი,12,4,434,tობი,5208,False
აცილ,12,4,433,აcილ,5196,True
ქრობ,10,4,519,kრობ,5190,False
ითხვ,11,4,471,იtხვ,5181,False
<ანთ,10,4,518,<ანt,5180,True
<დიფ,11,4,470,<დიp,5170,False
კოლე,10,4,517,kოლე,5170,False
ნაკა,11,4,468,ნაkა,5148,False
<მოღ,11,4,468,<მოგ,5148,True
რგვი,11,4,468,რგვი,5148,False
თევზ,11,4,468,tევზ,5148,False
<ბატ,13,4,395,<ბაt,5135,False
დარტ,8,4,640,დარt,5120,False
<ლით,9,4,568,<ლიt,5112,False
ფრინ,8,4,639,pრინ,5112,False
გადმ,10,4,511,გადმ,5110,False
აპატ,10,4,511,აpაt,5110,False
ალგა,9,4,567,ალგა,5103,False
აჯერ,12,4,425,აjერ,5100,False
ტვრე,11,4,463,tვრე,5093,False
ფული,10,4,509,pული,5090,False
კვალ,9,4,565,kვალ,5085,False
ტროლ,11,4,462,tროლ,5082,False
ნტრი,12,4,423,ნtრი,5076,False
გობა,10,4,507,გობა,5070,False
ერთო,10,4,505,ერtო,5050,False
<აპა,11,4,459,<აpა,5049,False
წია>,10,4,504,cია>,5040,True
<აღე,8,4,628,<აგე,5024,False
კრატ,11,4,456,kრაt,5016,False
<ფოტ,8,4,627,<pოt,5016,False
<ამპ,10,4,501,<ამp,5010,False
თავშ,10,4,501,tავშ,5010,False
ქმა>,10,4,500,kმა>,5000,False
მიწი,9,4,555,მიcი,4995,False
<მათ,11,4,454,<მაt,4994,True
წვა>,11,4,454,cვა>,4994,True
ცებუ,10,4,498,cებუ,4980,False
<გაჩ,11,4,452,<გაჩ,4972,False
საცი,11,4,452,საcი,4972,False
ფანტ,9,4,552,pანt,4968,False
კრივ,11,4,451,kრივ,4961,False
რკვე,10,4,496,რkვე,4960,False
წევს,11,4,450,cევს,4950,False
<დეტ,11,4,448,<დეt,4928,False
ფოტო,7,4,702,pოtო,4914,False
<პას,10,4,491,<pას,4910,False
ფარდ,10,4,491,pარდ,4910,False
ეტონ,7,4,701,ეtონ,4907,False
ამწყ,9,4,545,ამcყ,4905,False
<ამწ,8,4,613,<ამc,4904,False
მგზა,10,4,490,მგზა,4900,False
ღებს,9,4,543,გებს,4887,True
გომა,9,4,542,გომა,4878,False
ღარი,9,4,541,გარი,4869,True
ნგებ,10,4,486,ნგებ,4860,False
აწონ,11,4,441,აcონ,4851,False
როგრ,10,4,485,როგრ,4850,False
გვირ,10,4,485,გვირ,4850,False
დააფ,7,4,692,დააp,4844,False
შეკრ,10,4,484,შეkრ,4840,False
<პლა,9,4,536,<pლა,4824,False
აკმა,12,4,401,აkმა,4812,False
ციონ,7,4,686,cიონ,4802,False
არაღ,11,4,436,არაგ,4796,True
აგან,5,4,959,აგან,4795,False
<არტ,9,4,532,<არt,4788,False
<მდგ,11,4,435,<მდგ,4785,False
სპორ,10,4,478,სpორ,4780,False
კერი,9,4,531,kერი,4779,False
<აგე,11,4,434,<აგე,4774,True
უთხე,11,4,433,უtხე,4763,False
ამკვ,11,4,432,ამkვ,4752,False
<ცენ,11,4,432,<cენ,4752,False
აქრო,9,4,528,აkრო,4752,False
იკაც,9,4,527,იkაc,4743,False
ეგულ,11,4,431,ეგულ,4741,False
მწიფ,10,4,474,მcიp,4740,False
თავმ,8,4,591,tავმ,4728,False
არჯვ,9,4,525,არjვ,4725,False
რისკ,12,4,393,რისk,4716,False
რით>,7,4,673,რიt>,4711,False
რთო>,8,4,588,რtო>,4704,False
პერა,9,4,521,pერა,4689,False
<უკუ,8,4,586,<უkუ,4688,False
კურა,9,4,520,kურა,4680,False
ასაწ,7,4,668,ასაc,4676,False
<ტვი,10,4,467,<tვი,4670,True
<ორთ,7,4,667,<ორt,4669,False
გრეხ,12,4,388,გრეხ,4656,False
სრიგ,12,4,388,სრიგ,4656,False
ხეთქ,10,4,465,ხეtk,4650,False
ეთის,8,4,581,ეtის,4648,False
გებლ,10,4,464,გებლ,4640,False
რთიე,9,4,515,რtიე,4635,False
ქტებ,9,4,515,ktებ,4635,False
ცხებ,8,4,579,cხებ,4632,False
<თაღ,11,4,421,<tაგ,4631,False
წესრ,12,4,385,cესრ,4620,False
ქციუ,11,4,420,kcიუ,4620,False
იტა>,7,4,659,იtა>,4613,False
ღელვ,11,4,419,გელვ,4609,False
საწე,9,4,511,საcე,4599,False
ბლოკ,10,4,459,ბლოk,4590,False
წამე,11,4,417,cამე,4587,False
ჯვარ,12,4,382,jვარ,4584,False
უთრე,12,4,381,უtრე,4572,False
უტი>,10,4,457,უtი>,4570,False
დაკო,8,4,571,დაkო,4568,False
ბგერ,7,4,652,ბგერ,4564,False
რეკლ,11,4,414,რეkლ,4554,False
ვეთა,9,4,506,ვეtა,4554,False
აკლე,10,4,455,აkლე,4550,False
სწარ,9,4,505,სcარ,4545,False
ერგი,11,4,413,ერგი,4543,False
ეტის,8,4,567,ეtის,4536,True
<აფე,10,4,453,<აpე,4530,False
ლეთი,9,4,503,ლეtი,4527,True
<ტორ,12,4,377,<tორ,4524,False
ქანა,7,4,646,kანა,4522,True
ამაღ,10,4,452,ამაგ,4520,True
ამოტ,9,4,502,ამოt,4518,True
ინსტ,12,4,376,ინსt,4512,False
მოკრ,12,4,376,მოkრ,4512,False
<ნაც,8,4,563,<ნაc,4504,True
<აუწ,9,4,500,<აუc,4500,False
ისკო,10,4,449,ისkო,4490,False
მიწა,10,4,449,მიcა,4490,False
მარჯ,9,4,498,მარj,4482,False
ტორუ,11,4,407,tორუ,4477,False
<მოპ,9,4,495,<მოp,4455,False
ცემი,8,4,556,cემი,4448,False
აგულ,9,4,494,აგულ,4446,False
ცვლა,10,4,444,cვლა,4440,False
თად>,10,4,444,tად>,4440,True
ოგად,8,4,554,ოგად,4432,False
ატა>,9,4,492,აtა>,4428,True
მოთქ,11,4,402,მოtk,4422,False
თია>,10,4,440,tია>,4400,True
თრევ,10,4,440,tრევ,4400,False
ღწევ,8,4,549,გcევ,4392,False
გებე,10,4,439,გებე,4390,False
აწმე,8,4,548,აcმე,4384,False
მტერ,13,4,337,მtერ,4381,False
ერთმ,10,4,438,ერtმ,4380,False
ეცი>,11,4,398,ეcი>,4378,False
ფება,11,4,398,pება,4378,False
პასუ,11,4,398,pასუ,4378,False
აქვს,9,4,486,აkვს,4374,False
ოთებ,11,4,397,ოtებ,4367,False
<ცილ,13,4,334,<cილ,4342,False
<ორგ,9,4,482,<ორგ,4338,False
ატომ,8,4,542,აtომ,4336,False
ვიწრ,10,4,433,ვიcრ,4330,False
ეთრე,11,4,393,ეtრე,4323,False
ვრცე,11,4,393,ვრcე,4323,False
დაუგ,6,4,720,დაუგ,4320,True
აწყვ,9,4,479,აcყვ,4311,False
იწრო,10,4,431,იcრო,4310,False
ალთა,9,4,478,ალtა,4302,False
აგრძ,9,4,477,აგრძ,4293,False
უფთა,9,4,477,უptა,4293,False
მონტ,10,4,429,მონt,4290,False
ოტებ,8,4,536,ოtებ,4288,True
კავს,8,4,535,kავს,4280,False
წყენ,11,4,389,cყენ,4279,False
ჯდომ,10,4,426,jდომ,4260,False
მდგო,9,4,473,მდგო,4257,False
<მთი,9,4,471,<მtი,4239,False
აგა>,9,4,471,აგა>,4239,False
ქვს>,9,4,471,kვს>,4239,False
ერთგ,9,4,469,ერtგ,4221,False
მოწე,10,4,421,მოcე,4210,True
გვალ,8,4,526,გვალ,4208,False
ქანე,9,4,467,kანე,4203,False
სუფთ,9,4,467,სუpt,4203,False
აწებ,10,4,420,აcებ,4200,True
ციელ,11,4,381,cიელ,4191,False
ადაწ,11,4,381,ადაc,4191,True
ოქრო,9,4,465,ოkრო,4185,False
ექსტ,8,4,523,ეkსt,4184,False
ანთა,8,4,523,ანtა,4184,False
კაზმ,10,4,418,kაზმ,4180,False
<ქურ,10,4,418,<kურ,4180,True
ითარ,9,4,464,იtარ,4176,False
აჩქა,10,4,417,აჩkა,4170,False
ეკვა,11,4,379,ეkვა,4169,False
ალათ,11,4,379,ალაt,4169,False
თლია,10,4,416,tლია,4160,False
აგრა,8,4,520,აგრა,4160,False
აკრე,8,4,520,აkრე,4160,False
<აუც,8,4,519,<აუc,4152,True
ცხენ,8,4,519,cხენ,4152,False
ცხი>,10,4,414,cხი>,4140,False
კატა,9,4,459,kაtა,4131,False
დაცი,10,4,413,დაcი,4130,False
რტყე,7,4,589,რtყე,4123,False
დაგი,9,4,458,დაგი,4122,False
რცელ,10,4,412,რcელ,4120,False
წამო,8,4,515,cამო,4120,False
ამოფ,8,4,515,ამოp,4120,False
მიკუ,9,4,457,მიkუ,4113,False
ზეთი,10,4,411,ზეtი,4110,False
თვლი,10,4,411,tვლი,4110,False
სისტ,10,4,411,სისt,4110,False
<ცხე,7,4,587,<cხე,4109,False
უქებ,7,4,587,უkებ,4109,False
<კავ,8,4,512,<kავ,4096,False
ერაც,9,4,455,ერაc,4095,False
რთმე,9,4,455,რtმე,4095,False
<მაკ,8,4,511,<მაk,4088,False
ატრო,8,4,511,აtრო,4088,False
<დეფ,10,4,408,<დეp,4080,False
ქალი,6,4,680,kალი,4080,True
აგზა,9,4,453,აგზა,4077,False
<მაც,11,4,370,<მაc,4070,False
განც,10,4,407,განc,4070,False
<პალ,9,4,452,<pალ,4068,False
ნტრა,8,4,508,ნtრა,4064,False
მკვე,10,4,406,მkვე,4060,False
რთხე,8,4,506,რtხე,4048,False
მაცე,10,4,404,მაcე,4040,False
<ტოლ,10,4,403,<tოლ,4030,False
ანაც,7,4,574,ანაc,4018,True
თხევ,8,4,502,tხევ,4016,False
<აქტ,8,4,502,<აkt,4016,False
<ფას,11,4,365,<pას,4015,True
<თვლ,10,4,401,<tვლ,4010,False
<ბაგ,9,4,445,<ბაგ,4005,False
<კოს,9,4,445,<kოს,4005,False
გრავ,11,4,364,გრავ,4004,False
ელეგ,10,4,400,ელეგ,4000,False
პატრ,8,4,500,pაtრ,4000,False
რეკა,10,4,397,რეkა,3970,False
რეგუ,10,4,396,რეგუ,3960,False
საკი,9,4,439,საkი,3951,False
გმა>,9,4,438,გმა>,3942,False
<ასწ,9,4,436,<ასc,3924,False
არეკ,10,4,392,არეk,3920,False
რიგა,11,4,356,რიგა,3916,False
<აწყ,9,4,435,<აcყ,3915,False
თხრი,9,4,434,tხრი,3906,False
ტელი,9,4,434,tელი,3906,True
<გაძ,9,4,434,<გაძ,3906,False
<გორ,10,4,390,<გორ,3900,False
თვლე,10,4,390,tვლე,3900,False
<შეგ,8,4,487,<შეგ,3896,False
აგრი,9,4,432,აგრი,3888,False
ნჯებ,8,4,486,ნjებ,3888,False
კომბ,11,4,352,kომბ,3872,False
მკვრ,10,4,387,მkვრ,3870,False
ფის>,9,4,430,pის>,3870,False
წკრი,9,4,429,ckრი,3861,False
ასტა,9,4,428,ასtა,3852,False
ემთხ,9,4,427,ემtხ,3843,False
ითად,11,4,349,იtად,3839,False
არტო,9,4,426,არtო,3834,True
ონტრ,7,4,547,ონtრ,3829,False
<აწე,8,4,476,<აcე,3808,False
საკო,8,4,476,საkო,3808,False
ფიზი,11,4,346,pიზი,3806,False
აცვა,8,4,475,აcვა,3800,False
ანკა,9,4,422,ანkა,3798,True
კოპი,6,4,633,kოpი,3798,False
სცემ,10,4,379,სcემ,3790,False
ამოღ,8,4,473,ამოგ,3784,True
ნაპი,9,4,420,ნაpი,3780,False
უსტი,6,4,629,უსtი,3774,False
<ნაგ,9,4,419,<ნაგ,3771,False
კრულ,8,4,471,kრულ,3768,False
გის>,8,4,471,გის>,3768,False
რტყა,7,4,538,რtყა,3766,False
იაცი,11,4,342,იაcი,3762,False
აქტო,8,4,470,აktო,3760,False
რცხლ,8,4,470,რcხლ,3760,False
ელთა,7,4,537,ელtა,3759,False
<ლაქ,9,4,417,<ლაk,3753,False
ნატი,9,4,417,ნაtი,3753,False
<თათ,8,4,469,<tაt,3752,False
<ვაკ,8,4,469,<ვაk,3752,False
ათვი,5,4,749,აtვი,3745,True
ალაგ,9,4,415,ალაგ,3735,False
აქებ,8,4,466,აkებ,3728,True
უქი>,9,4,414,უkი>,3726,True
იკატ,7,4,532,იkაt,3724,False
<გაო,10,4,372,<გაო,3720,False
<ღარ,11,4,338,<გარ,3718,True
სტან,8,4,464,სtან,3712,False
საკე,8,4,464,საkე,3712,False
ტორე,5,4,741,tორე,3705,False
ქმებ,8,4,463,kმებ,3704,False
კრის,7,4,529,kრის,3703,False
ეკონ,10,4,370,ეkონ,3700,False
ტივე,9,4,411,tივე,3699,False
ალკე,9,4,411,ალkე,3699,False
კება,7,4,528,kება,3696,True
იფერ,9,4,410,იpერ,3690,False
საგა,6,4,615,საგა,3690,False
აცურ,8,4,461,აcურ,3688,False
ტალა,7,4,526,tალა,3682,False
<ქრო,9,4,409,<kრო,3681,False
კებს,6,4,613,kებს,3678,False
ცალკ,9,4,406,cალk,3654,False
გაცი,10,4,365,გაcი,3650,False
<აქა,8,4,455,<აkა,3640,True
ცემუ,9,4,404,cემუ,3636,False
ლითი,7,4,519,ლიtი,3633,True
უფერ,9,4,403,უpერ,3627,False
გენა,7,4,517,გენა,3619,False
<ატო,7,4,517,<აtო,3619,False
თესა,9,4,402,tესა,3618,False
სატე,8,4,452,საtე,3616,False
ასაფ,8,4,452,ასაp,3616,False
ტყუე,7,4,516,tყუე,3612,False
ქრომ,7,4,516,kრომ,3612,False
ალექ,7,4,516,ალეk,3612,False
რგავ,9,4,401,რგავ,3609,False
პია>,8,4,451,pია>,3608,True
წინდ,10,4,360,cინდ,3600,False
არგვ,8,4,449,არგვ,3592,True
აკვი,9,4,399,აkვი,3591,False
აფან,8,4,448,აpან,3584,False
ალატ,8,4,448,ალაt,3584,True
დგინ,9,4,398,დგინ,3582,False
<მიღ,7,4,511,<მიგ,3577,False
ანაგ,6,4,596,ანაგ,3576,False
<ფრთ,9,4,396,<pრt,3564,False
ფლობ,9,4,396,pლობ,3564,False
აცხო,8,4,444,აcხო,3552,False
სგავ,9,4,394,სგავ,3546,False
ზღუდ,8,4,443,ზგუდ,3544,False
დაუც,6,4,590,დაუc,3540,True
წმებ,9,4,393,cმებ,3537,False
კამა,9,4,393,kამა,3537,False
ვაკუ,9,4,393,ვაkუ,3537,False
<ნაღ,9,4,392,<ნაგ,3528,True
<თხე,8,4,441,<tხე,3528,False
სასწ,8,4,440,სასc,3520,False
აგლე,9,4,391,აგლე,3519,True
ქმულ,10,4,351,kმულ,3510,False
აგვა,7,4,501,აგვა,3507,False
მსგა,9,4,389,მსგა,3501,False
<ჩაწ,10,4,350,<ჩაc,3500,False
<ეკო,10,4,350,<ეkო,3500,False
არტა,7,4,500,არtა,3500,True
ისტუ,5,4,700,ისtუ,3500,False
იქრე,10,4,349,იkრე,3490,False
ვალთ,7,4,498,ვალt,3486,False
ლოკა,9,4,387,ლოkა,3483,False
მოსწ,9,4,387,მოსc,3483,False
ცის>,10,4,348,cის>,3480,False
ანტა,5,4,696,ანtა,3480,True
უკეთ,5,4,695,უkეt,3475,False
<თეო,10,4,347,<tეო,3470,False
ეკავ,10,4,347,ეkავ,3470,False
გველ,10,4,347,გველ,3470,False
იტის,7,4,495,იtის,3465,False
დაგრ,9,4,382,დაგრ,3438,False
უბუქ,7,4,491,უბუk,3437,False
ოკალ,11,4,312,ოkალ,3432,False
ეფერ,11,4,312,ეpერ,3432,False
ირით,9,4,381,ირიt,3429,False
ორწი,9,4,381,ორcი,3429,True
<წყლ,8,4,428,<cყლ,3424,False
მპერ,7,4,489,მpერ,3423,False
იტურ,5,4,684,იtურ,3420,False
<სტრ,8,4,427,<სtრ,3416,False
<ცხვ,9,4,379,<cხვ,3411,False
ატენ,9,4,379,აtენ,3411,False
კვარ,9,4,377,kვარ,3393,False
ტკივ,8,4,423,tkივ,3384,False
<თეთ,6,4,563,<tეt,3378,False
რცხე,8,4,422,რcხე,3376,False
კერა,8,4,422,kერა,3376,False
საქო,9,4,375,საkო,3375,True
ნაგა,9,4,375,ნაგა,3375,False
ქორწ,9,4,375,kორc,3375,False
არგუ,8,4,420,არგუ,3360,False
ხარჯ,9,4,373,ხარj,3357,False
<თბო,7,4,479,<tბო,3353,False
კაპი,8,4,419,kაpი,3352,False
ამათ,8,4,419,ამაt,3352,True
